Frequency,Absorbance
2.99778,0.53559
2.99773,0.52358
2.99769,0.51157
2.99764,0.49956
3.00858,0.56862
3.00214,0.48455
3.00211,0.47554
3.01626,0.58664
3.01612,0.55061
3.01607,0.5386
3.01145,0.52658
3.0114,0.51457
3.01593,0.50406
3.02687,0.57463
3.02529,0.55961
3.03456,0.59264
3.03438,0.5476
3.04374,0.60465
3.04365,0.58063
3.03903,0.56862
3.03898,0.55661
3.05293,0.61667
3.05283,0.59264
3.06364,0.62868
3.06354,0.60465
3.05735,0.58063
3.06653,0.58964
3.08198,0.64669
3.0804,0.63168
3.08035,0.61967
3.07575,0.61066
3.07571,0.60165
3.10031,0.6587
3.09872,0.64369
3.09868,0.63318
3.09408,0.62567
3.11863,0.67071
3.11704,0.6557
3.11244,0.64669
3.1124,0.63768
3.13545,0.68873
3.1354,0.67672
3.13535,0.66471
3.13532,0.6557
3.14616,0.70074
3.15522,0.68272
3.14909,0.67372
3.16448,0.71275
3.1629,0.69774
3.17198,0.68573
3.1828,0.72476
3.18122,0.70975
3.17661,0.70074
3.1996,0.73677
3.19955,0.72476
3.19951,0.71425
3.1949,0.70374
3.21031,0.74878
3.21785,0.73077
3.21781,0.72026
3.22713,0.7668
3.22708,0.75479
3.22703,0.74278
3.23615,0.73677
3.24543,0.77281
3.24538,0.76079
3.24533,0.74878
3.26522,0.77281
3.26364,0.75779
3.25905,0.75179
3.28355,0.78482
3.28196,0.7698
3.28191,0.75779
3.27732,0.75179
3.29123,0.80283
3.30032,0.79082
3.30027,0.77881
3.30022,0.7668
3.30018,0.75479
3.30955,0.81484
3.30951,0.80283
3.30471,0.74578
3.32012,0.79082
3.31398,0.77881
3.31393,0.7668
3.3278,0.80884
3.33689,0.79683
3.33685,0.78632
3.3476,0.80884
3.35514,0.79082
3.35054,0.78181
3.36595,0.82685
3.36436,0.81184
3.36431,0.79983
3.36883,0.78782
3.38272,0.83286
3.38267,0.82085
3.37805,0.80884
3.37802,0.79983
3.40254,0.83887
3.40096,0.82385
3.40091,0.81334
3.42086,0.85088
3.41928,0.83586
3.41923,0.82385
3.41464,0.81785
3.43764,0.85688
3.43759,0.84487
3.43754,0.83286
3.45591,0.85688
3.45586,0.84487
3.45581,0.83286
3.46492,0.82535
3.47573,0.86289
3.47415,0.84787
3.4741,0.83586
3.48319,0.82535
3.49253,0.8749
3.49248,0.86289
3.49243,0.85088
3.49238,0.83887
3.51079,0.87189
3.51074,0.85988
3.51069,0.84787
3.51064,0.83586
3.51059,0.82385
3.52899,0.85388
3.52894,0.84187
3.52889,0.82986
3.52884,0.81785
3.5288,0.80584
3.5242,0.79983
3.5394,0.79182
3.54717,0.82986
3.54712,0.81785
3.54707,0.80584
3.55767,0.79182
3.56697,0.83286
3.56539,0.81785
3.56534,0.80584
3.56985,0.79082
3.58374,0.83586
3.58369,0.82385
3.58364,0.81184
3.5836,0.80133
3.60357,0.84487
3.60198,0.82986
3.60194,0.81785
3.60189,0.80584
3.60185,0.79683
3.61124,0.85988
3.62032,0.84487
3.62027,0.83286
3.62022,0.82085
3.62017,0.80884
3.62014,0.79983
3.62949,0.85388
3.64009,0.83887
3.63851,0.82385
3.63846,0.81184
3.63842,0.80133
3.65227,0.83887
3.65679,0.82685
3.65674,0.81484
3.65669,0.80283
3.65666,0.79382
3.67504,0.82085
3.67499,0.80884
3.67494,0.79683
3.68405,0.78932
3.69329,0.81484
3.69324,0.80283
3.70386,0.79182
3.71159,0.82085
3.71154,0.80884
3.72063,0.79683
3.72059,0.78782
3.72985,0.81785
3.7298,0.80584
3.7404,0.79082
3.74808,0.80884
3.75869,0.79683
3.75711,0.78181
3.7679,0.81484
3.77545,0.79683
3.7754,0.78482
3.77535,0.77281
3.77531,0.7623
3.78467,0.81785
3.78462,0.80584
3.79369,0.79082
3.79365,0.77881
3.7936,0.7668
3.79355,0.75479
3.80293,0.81484
3.80288,0.80283
3.81197,0.79082
3.81192,0.77881
3.81187,0.7668
3.81182,0.75479
3.8212,0.81484
3.82115,0.80283
3.83024,0.79082
3.82564,0.78181
3.83947,0.81484
3.83943,0.80283
3.84852,0.79232
3.85927,0.81484
3.85769,0.79983
3.86678,0.78932
3.87607,0.82685
3.87602,0.81484
3.87597,0.80283
3.88506,0.79082
3.89586,0.82685
3.89428,0.81184
3.89423,0.79983
3.90331,0.78632
3.89869,0.77281
3.91264,0.83286
3.91259,0.82085
3.91254,0.80884
3.9125,0.79833
3.93091,0.83286
3.93086,0.82085
3.93081,0.80884
3.94919,0.83286
3.94914,0.82085
3.94909,0.80884
3.94905,0.79983
3.96901,0.83887
3.96742,0.82385
3.96737,0.81184
3.96733,0.80133
3.98733,0.85088
3.98574,0.83586
3.98114,0.82685
3.98109,0.81484
4.00413,0.86289
4.00408,0.85088
4.00403,0.83887
3.99942,0.82986
4.02392,0.86289
4.02234,0.84787
4.02229,0.83586
4.0177,0.82986
4.04224,0.8749
4.04066,0.85988
4.04061,0.84787
4.04056,0.83586
4.04053,0.82685
4.05904,0.88691
4.05899,0.8749
4.05895,0.86289
4.05433,0.85088
4.05428,0.83887
4.05423,0.82685
4.07732,0.88691
4.07727,0.8749
4.07722,0.86289
4.09714,0.89291
4.09555,0.8779
4.0955,0.86589
4.09091,0.85988
4.11393,0.90492
4.11389,0.89291
4.11384,0.8809
4.11379,0.87039
4.13221,0.90492
4.13216,0.89291
4.13212,0.8824
4.15048,0.90492
4.15043,0.89291
4.15038,0.8809
4.16119,0.91694
4.16873,0.89892
4.16868,0.88691
4.16864,0.8779
4.17796,0.92294
4.17791,0.91093
4.18853,0.89892
4.19778,0.92895
4.1962,0.91393
4.19608,0.88391
4.20528,0.90042
4.21608,0.93495
4.2145,0.91994
4.20989,0.91093
4.2344,0.94696
4.23282,0.93195
4.23278,0.92144
4.25123,0.96498
4.25118,0.95297
4.25113,0.94096
4.25109,0.93045
4.26041,0.97699
4.27102,0.96498
4.26944,0.94996
4.26485,0.94396
4.27871,0.98299
4.2878,0.97098
4.28775,0.95897
4.28314,0.94996
4.29703,0.99501
4.29698,0.98299
4.30759,0.97098
4.30601,0.95747
4.31533,1.00101
4.31528,0.989
4.32437,0.97699
4.33512,1.00101
4.33354,0.986
4.33806,0.97399
4.35342,1.00702
4.35184,0.992
4.35179,0.98149
4.37172,1.01302
4.37013,0.99801
4.37009,0.9875
4.36549,0.97999
4.39004,1.02503
4.38846,1.01002
4.38841,0.99951
4.38381,0.992
4.40836,1.03704
4.40678,1.02203
4.40673,1.01002
4.40669,0.99951
4.42666,1.04305
4.42507,1.02804
4.42048,1.02203
4.42497,1.00101
4.44498,1.05506
4.4434,1.04005
4.43879,1.03104
4.43866,0.99801
4.46328,1.06106
4.46169,1.04605
4.4571,1.04005
4.48008,1.07308
4.48003,1.06106
4.47998,1.04905
4.48926,1.08509
4.49835,1.07308
4.4983,1.06106
4.50758,1.0971
4.50753,1.08509
4.50739,1.04905
4.50277,1.03704
4.51662,1.07308
4.51657,1.06106
4.52738,1.0971
4.5258,1.08208
4.5303,1.06707
4.53027,1.05806
4.54572,1.11511
4.54414,1.1001
4.54409,1.08809
4.5395,1.08208
4.56402,1.12112
4.56244,1.10611
4.55783,1.0971
4.58232,1.12712
4.58074,1.11211
4.57614,1.10611
4.60067,1.14514
4.59908,1.13013
4.59903,1.11812
4.59444,1.11211
4.61899,1.15715
4.6174,1.14214
4.61736,1.13163
4.61276,1.12412
4.63728,1.16316
4.6357,1.14814
4.6311,1.13914
4.65561,1.17517
4.65402,1.16015
4.64943,1.15415
4.67241,1.18718
4.67236,1.17517
4.67231,1.16316
4.69223,1.19318
4.69065,1.17967
4.68604,1.16916
4.709,1.19919
4.70895,1.18718
4.70435,1.17817
4.71971,1.2112
4.72725,1.19318
4.72264,1.18418
4.73805,1.22922
4.73647,1.2142
4.73642,1.20219
4.75635,1.23522
4.75477,1.22021
4.75016,1.2112
4.75013,1.20219
4.77467,1.24723
4.77309,1.23222
4.76848,1.22321
4.79299,1.25924
4.79141,1.24423
4.79136,1.23222
4.79133,1.22321
4.80982,1.27726
4.80977,1.26525
4.80972,1.25324
4.80968,1.24273
4.80506,1.22922
4.80501,1.21721
4.80497,1.2082
4.82964,1.28326
4.82805,1.26825
4.82345,1.25924
4.82341,1.25023
4.84641,1.28927
4.84636,1.27726
4.84176,1.26825
4.85712,1.30128
4.86619,1.28427
4.86006,1.27426
4.87544,1.31329
4.87386,1.29828
4.89376,1.3253
4.89218,1.31029
4.88758,1.30128
4.88754,1.29227
4.91209,1.33731
4.9105,1.3223
4.91046,1.31179
4.90586,1.30428
4.92888,1.34932
4.92884,1.33731
4.92879,1.3253
4.92418,1.31629
4.94873,1.36133
4.94715,1.34632
4.9471,1.33581
4.9425,1.32831
4.96705,1.37335
4.96547,1.35833
4.96542,1.34782
4.96083,1.34032
4.98535,1.37935
4.98376,1.36434
4.97916,1.35533
5.00367,1.39136
5.00209,1.37635
5.00204,1.36584
4.99744,1.35833
5.02199,1.40337
5.02041,1.38836
5.02037,1.37785
5.01575,1.36734
5.03879,1.41538
5.03874,1.40337
5.0387,1.39286
5.03409,1.38235
5.05863,1.42739
5.05705,1.41238
5.05701,1.40187
5.05241,1.39436
5.07546,1.44541
5.07541,1.4334
5.07536,1.42139
5.07531,1.40938
5.07071,1.40037
5.09528,1.45142
5.09369,1.4364
5.09365,1.42439
5.09815,1.40938
5.0981,1.39737
5.11208,1.46343
5.11203,1.45142
5.11198,1.4394
5.11193,1.42739
5.10733,1.41839
5.12278,1.47544
5.13033,1.45742
5.13028,1.44541
5.12566,1.4334
5.14108,1.48144
5.1395,1.46643
5.15791,1.49946
5.15786,1.48745
5.15781,1.47544
5.15776,1.46343
5.17773,1.50546
5.17614,1.49045
5.17154,1.48144
5.17149,1.46943
5.17145,1.46042
5.1945,1.51147
5.19445,1.49946
5.19442,1.49045
5.20521,1.52348
5.21275,1.50546
5.21271,1.49495
5.22355,1.5415
5.22197,1.52648
5.22192,1.51447
5.23102,1.50396
5.24038,1.55951
5.24033,1.5475
5.24028,1.53549
5.24024,1.52498
5.24928,1.50246
5.25865,1.55951
5.2586,1.5475
5.25855,1.53549
5.25395,1.52648
5.26299,1.50246
5.27847,1.56552
5.27689,1.5505
5.27684,1.53849
5.27225,1.53249
5.29682,1.58353
5.29523,1.56852
5.29518,1.55651
5.29058,1.5475
5.2951,1.53549
5.31516,1.60155
5.31358,1.58654
5.31354,1.57603
5.31349,1.56402
5.33199,1.61957
5.33194,1.60756
5.33189,1.59555
5.33184,1.58353
5.35181,1.62557
5.35022,1.61056
5.34562,1.60155
5.37015,1.64359
5.36857,1.62858
5.36853,1.61807
5.36393,1.61056
5.38693,1.64959
5.38688,1.63758
5.38683,1.62557
5.38679,1.61656
5.39611,1.6616
5.40533,1.68262
5.40528,1.67061
5.40672,1.64959
5.40514,1.63458
5.40053,1.62557
5.40049,1.61356
5.40045,1.60455
5.42362,1.68563
5.42357,1.67362
5.42352,1.6616
5.42347,1.64959
5.42344,1.64059
5.44196,1.70364
5.44192,1.69163
5.44187,1.67962
5.44182,1.66761
5.44177,1.6556
5.45115,1.71565
5.46176,1.70364
5.46018,1.68863
5.46013,1.67662
5.45552,1.66761
5.45549,1.6586
5.47097,1.72166
5.47851,1.70364
5.47847,1.69463
5.48774,1.72766
5.4877,1.71565
5.49831,1.70464
5.50756,1.73367
5.50598,1.71866
5.51658,1.70464
5.52593,1.75769
5.52435,1.74268
5.5243,1.73067
5.52425,1.71866
5.53334,1.70514
5.54271,1.7637
5.54266,1.75169
5.54262,1.74118
5.538,1.72766
5.53795,1.71565
5.55189,1.77571
5.5625,1.7637
5.55637,1.75169
5.57019,1.78171
5.5809,1.79372
5.58081,1.7707
5.57467,1.76069
5.5977,1.80573
5.59765,1.79372
5.5976,1.78171
5.59298,1.7697
5.61757,1.82375
5.61598,1.80874
5.61594,1.79673
5.61589,1.78472
5.61128,1.77571
5.63434,1.82976
5.63429,1.81775
5.63424,1.80573
5.6342,1.79372
5.63415,1.78321
5.65261,1.82976
5.65257,1.81775
5.65252,1.80573
5.65248,1.79673
5.66185,1.85378
5.6618,1.84177
5.67256,1.86579
5.67241,1.82976
5.67083,1.81474
5.67078,1.80423
5.66619,1.79673
5.6801,1.84777
5.68933,1.87179
5.68928,1.85978
5.68919,1.83576
5.68457,1.82375
5.68452,1.81174
5.70004,1.8838
5.69989,1.84777
5.7091,1.86579
5.70896,1.82976
5.70283,1.82075
5.71841,1.90783
5.71683,1.89281
5.71678,1.8808
5.71208,1.84777
5.72738,1.86679
5.73521,1.91984
5.73516,1.90783
5.73511,1.89582
5.73506,1.8838
5.73958,1.87179
5.75348,1.91984
5.75343,1.90783
5.75338,1.89582
5.74877,1.8838
5.77333,1.93185
5.77174,1.91683
5.77169,1.90482
5.77165,1.89431
5.78254,1.94986
5.7916,1.93185
5.79002,1.91683
5.78997,1.90482
5.78536,1.89582
5.79933,1.96187
5.79929,1.94986
5.8099,1.93885
5.80376,1.92584
5.80372,1.91683
5.81763,1.96788
5.81758,1.95587
5.8282,1.94486
5.83745,1.97389
5.83587,1.95887
5.84647,1.94486
5.8543,1.99791
5.85425,1.9859
5.8542,1.97389
5.85415,1.96187
5.86506,2.02193
5.86347,2.00692
5.87255,1.9919
5.8725,1.97989
5.87245,1.96788
5.88183,2.02793
5.88178,2.01592
5.88173,2.00391
5.89082,1.9919
5.89077,1.97989
5.89072,1.96788
5.9001,2.02793
5.90005,2.01592
5.90001,2.00391
5.91086,2.05196
5.90928,2.03694
5.91062,1.9919
5.90903,1.97689
5.90899,1.96638
5.91987,2.02193
5.91829,2.00692
5.92766,2.06397
5.92761,2.05196
5.92756,2.03994
5.92737,1.9919
5.92732,1.98139
5.9227,1.96788
5.93665,2.02793
5.93203,2.01592
5.93654,2.00091
5.94745,2.06397
5.94587,2.04895
5.94582,2.03694
5.95492,2.02643
5.95024,2.00091
5.96425,2.07598
5.9642,2.06397
5.96416,2.05196
5.96411,2.03994
5.9732,2.02793
5.98251,2.07297
5.98247,2.06096
5.98242,2.04895
5.98237,2.03844
6.00227,2.06397
6.00069,2.04895
6.00064,2.03694
6.00516,2.02493
6.00506,2.00091
6.01441,2.05196
6.01436,2.03994
