Frequency,Absorbance
3.84545,2.11059
3.86663,2.07475
3.87458,2.19845
3.87451,2.16254
3.87445,2.12664
3.89369,2.0868
3.89361,2.04491
3.89871,2.19454
3.90347,2.15864
3.90341,2.12274
3.91529,2.01655
3.92265,2.0839
3.92259,2.05098
3.93238,2.12283
3.94377,2.01753
3.95353,2.07502
3.97322,2.01822
3.96831,1.97033
3.9805,2.03919
3.98031,1.93386
3.98992,1.91055
4.00166,1.99617
4.01171,1.94653
4.0213,1.91215
4.03112,2.00045
4.0407,1.95859
4.04787,1.91771
4.05962,2.01071
4.06967,1.95868
4.07926,1.92729
4.08667,2.01558
4.09867,1.97672
4.10584,1.94024
4.11758,2.02286
4.13484,1.95589
4.14464,2.0397
4.14458,2.00379
4.16575,1.96316
4.15411,1.93799
4.17363,2.05176
4.17357,2.01585
4.19281,1.98
4.19515,1.93961
4.2026,2.05185
4.20253,2.01594
4.22178,1.98009
4.21206,1.94415
4.23156,2.05194
4.2315,2.01603
4.25269,1.98617
4.26051,2.04006
4.27975,2.00421
4.2797,1.97429
4.28947,2.04015
4.31064,1.99952
4.30864,1.96241
4.31846,2.05221
4.33771,2.01636
4.33762,1.96848
4.34743,2.05229
4.3686,2.01167
4.3666,1.97256
4.37641,2.06036
4.39565,2.01953
4.39797,1.97166
4.41502,2.0525
4.42703,2.01963
4.42259,1.96874
4.44621,1.94787
4.45359,2.0247
4.45352,1.98879
4.47274,1.93898
4.48444,2.00005
4.50171,1.93707
4.51153,2.02886
4.51146,1.99296
4.51131,1.90917
4.53312,1.95712
4.54242,2.02417
4.54041,1.98108
4.53064,1.9212
4.57191,2.05
4.56942,2.00909
4.56937,1.97917
4.60041,2.06026
4.5984,2.01317
4.59352,1.98723
4.6294,2.07232
4.62739,2.02523
4.61771,2.01124
4.65647,2.08916
4.6564,2.05325
4.65392,2.01584
4.68539,2.06531
4.68533,2.0294
4.68527,1.99948
4.71434,2.05343
4.71427,2.01752
4.71422,1.9876
4.74523,2.05352
4.74322,2.00564
4.74317,1.9817
4.77233,2.08652
4.77225,2.04563
4.7722,2.01371
4.76249,1.98775
4.80371,2.08662
4.80122,2.04572
4.80115,2.00732
4.83224,2.11364
4.83022,2.06576
4.82052,2.04179
4.8253,2.01188
4.86182,2.18255
4.85933,2.14165
4.85926,2.10574
4.85726,2.06464
4.8904,2.2383
4.88838,2.18962
4.88832,2.15371
4.88825,2.1178
4.88336,2.08387
4.87849,2.05992
4.91745,2.24556
4.91738,2.20965
4.91732,2.17375
4.91726,2.13983
4.94642,2.24864
4.94634,2.20575
4.94868,2.16487
4.93657,2.14388
4.9581,2.30074
4.97732,2.25053
4.9753,2.20185
4.97525,2.17193
4.98514,2.30163
5.00631,2.26259
5.00429,2.21391
5.00424,2.18399
5.03532,2.28901
5.03331,2.24193
5.03324,2.20602
5.03319,2.1761
5.05755,2.29986
5.06231,2.26197
5.06224,2.22606
5.06218,2.19015
5.06212,2.15824
5.09123,2.23812
5.09117,2.20221
5.0911,2.1663
5.09104,2.1304
5.11031,2.10851
5.12019,2.23123
5.12011,2.19033
5.12245,2.15044
5.13963,2.3021
5.13956,2.2662
5.15156,2.22833
5.14907,2.18643
5.14659,2.14902
5.16856,2.28225
5.18055,2.24338
5.17806,2.19999
5.16836,2.17452
5.16831,2.1446
5.18799,2.35113
5.18792,2.31023
5.20718,2.28236
5.20711,2.24646
5.20703,2.20097
5.21696,2.35421
5.2169,2.3183
5.20699,2.18063
5.23614,2.28245
5.23848,2.24057
5.23119,2.21362
5.24593,2.3543
5.24586,2.31839
5.26752,2.27956
5.26261,2.23765
5.27688,2.38551
5.27487,2.33843
5.27481,2.30651
5.29628,2.43345
5.2921,2.25749
5.30391,2.37842
5.30384,2.34251
5.30378,2.3066
5.32334,2.4463
5.32327,2.41039
5.31982,2.28072
5.33285,2.36354
5.33278,2.32664
5.34519,2.5132
5.35491,2.54913
5.35476,2.46834
5.35227,2.42644
5.3522,2.39053
5.35534,2.34466
5.37195,2.62698
5.37187,2.58609
5.38336,2.53426
5.38135,2.48638
5.38128,2.45047
5.38123,2.42055
5.37153,2.39658
5.4033,2.61511
5.40082,2.57421
5.41282,2.53734
5.41033,2.49445
5.41026,2.45854
5.4102,2.42263
5.41014,2.3947
5.42988,2.63016
5.42982,2.59425
5.44182,2.55539
5.43933,2.51448
5.43926,2.47858
5.4392,2.44267
5.43719,2.40157
5.45138,2.76906
5.44936,2.72198
5.4493,2.68607
5.44923,2.65016
5.45926,2.85766
5.4592,2.82175
5.45881,2.60631
5.46897,2.88562
5.4708,2.56744
5.46832,2.52654
5.46826,2.49263
5.46175,2.45471
5.48037,2.78591
5.47836,2.73803
5.47829,2.70212
5.47823,2.66621
5.47816,2.6303
5.49061,2.8398
5.50011,3.01817
5.49992,2.91284
5.49791,2.86975
5.49933,2.58968
5.49731,2.54259
5.49725,2.50668
5.48757,2.49269
5.51016,2.96853
5.50983,2.78899
5.50734,2.7461
5.50727,2.71019
5.50721,2.67428
5.50714,2.63837
5.51955,2.82493
5.52713,3.01347
5.52889,2.91772
5.52687,2.86984
5.52639,2.60352
5.51665,2.55861
5.51657,2.51073
5.53671,2.96961
5.53827,2.76694
5.53625,2.71826
5.53619,2.68235
5.53612,2.64644
5.54852,2.82502
5.55595,2.93276
5.55588,2.88987
5.55582,2.85796
5.55537,2.61109
5.56724,2.76942
5.56523,2.72234
5.56516,2.68643
5.5651,2.65252
5.57773,2.96275
5.57747,2.81912
5.58742,3.24824
5.58541,3.20116
5.58534,3.16525
5.58528,3.12935
5.58521,3.09344
5.58515,3.05753
5.58508,3.02162
5.58502,2.98971
5.58731,2.92089
5.58482,2.87799
5.58476,2.84608
5.59427,2.76232
5.5942,2.72642
5.59411,2.67854
5.60639,2.79528
5.61448,3.26209
5.61441,3.2212
5.61434,3.18529
5.61428,3.14938
5.61421,3.11348
5.61415,3.07757
5.61408,3.04166
5.61402,3.00575
5.61395,2.96985
5.61389,2.93394
5.61382,2.89803
5.61376,2.86213
5.61371,2.8342
5.6263,3.3896
5.62428,3.34092
5.62422,3.30501
5.62513,2.74327
5.62312,2.69858
5.61824,2.66964
5.63445,3.62023
5.63438,3.58432
5.63432,3.54841
5.63425,3.51251
5.63418,3.4766
5.63412,3.44069
5.63537,2.80135
5.64539,3.26518
5.64337,3.2173
5.6433,3.18139
5.64324,3.14548
5.64317,3.10958
5.64311,3.07367
5.64304,3.03776
5.64298,3.00185
5.64291,2.96595
5.64285,2.93004
5.64278,2.89413
5.64272,2.85822
5.64265,2.82232
5.65529,3.40166
5.65327,3.35298
5.65321,3.31707
5.65412,2.75892
5.66338,3.60037
5.66331,3.56446
5.66325,3.52855
5.66318,3.49265
5.66311,3.45674
5.67506,3.65307
5.67244,3.27723
5.67238,3.24133
5.67231,3.20542
5.67225,3.16951
5.67218,3.1336
5.67212,3.0977
5.67205,3.06179
5.67199,3.02588
5.67192,2.98997
5.67186,2.95407
5.67179,2.91816
5.67173,2.88225
5.67166,2.84635
5.6716,2.81044
5.68478,3.42389
5.68229,3.381
5.68222,3.34509
5.68216,3.30918
5.68361,2.77756
5.68112,2.73666
5.69427,3.60046
5.69226,3.55258
5.69219,3.51668
5.69212,3.48077
5.69206,3.44486
5.69727,3.65433
5.70333,3.27015
5.70131,3.22147
5.70124,3.18556
5.70118,3.14965
5.70111,3.11374
5.70105,3.07784
5.70098,3.04193
5.70092,3.00602
5.70085,2.97012
5.70079,2.93421
5.70072,2.8983
5.70066,2.86239
5.70059,2.82649
5.70229,2.69802
5.7137,3.40004
5.71121,3.35715
5.71115,3.32124
5.71259,2.78962
5.7101,2.74672
5.71234,2.64898
5.72113,3.50081
5.72107,3.46689
5.721,3.43298
5.73037,3.27442
5.7303,3.23353
5.73023,3.19762
5.73017,3.16171
5.7301,3.1258
5.73004,3.0899
5.72997,3.05399
5.72991,3.01808
5.72984,2.98217
5.72978,2.94627
5.72971,2.91036
5.72964,2.87445
5.72958,2.83854
5.72611,2.6989
5.74219,3.40193
5.74017,3.35325
5.7401,3.31734
5.73917,2.80267
5.72942,2.75077
5.75021,3.56473
5.75014,3.52882
5.75008,3.49292
5.75001,3.45701
5.76026,3.7802
5.76019,3.7443
5.76013,3.70839
5.76006,3.67248
5.76,3.63658
5.75993,3.60067
5.75934,3.2775
5.75928,3.24159
5.75921,3.20569
5.75915,3.16978
5.75908,3.13387
5.75902,3.09797
5.75895,3.06206
5.75889,3.02615
5.75882,2.99024
5.75876,2.95434
5.75869,2.91843
5.75863,2.88252
5.75856,2.84661
5.77167,3.41818
5.76918,3.37727
5.76911,3.34137
5.76905,3.30546
5.76814,2.80355
5.77917,3.56183
5.7791,3.52093
5.77903,3.48503
5.77898,3.4571
5.77775,2.77785
5.78925,3.79526
5.78917,3.75237
5.78911,3.71646
5.78904,3.68055
5.78898,3.64464
5.78891,3.60874
5.78827,3.25665
5.78819,3.21376
5.78813,3.17785
5.78806,3.14194
5.788,3.10603
5.78793,3.07013
5.78787,3.03422
5.7878,2.99831
5.78774,2.9624
5.78767,2.9265
5.78761,2.89059
5.78754,2.85468
5.80197,4.42187
5.79996,4.37479
5.79989,4.33888
5.79983,4.30297
5.79976,4.26707
5.7997,4.23116
5.79963,4.19525
5.79957,4.15935
5.7995,4.12344
5.79944,4.08753
5.79937,4.05162
5.79931,4.01572
5.79924,3.97981
5.79918,3.9439
5.79911,3.90799
5.79905,3.87209
5.79898,3.83618
5.80015,3.41647
5.79813,3.36938
5.79807,3.33348
5.798,3.29757
5.79904,2.80604
5.79891,2.73423
5.7969,2.69113
5.81057,3.57389
5.80808,3.53299
5.80802,3.49708
5.80795,3.46118
5.81981,4.67408
5.81975,4.63817
5.81968,4.59827
5.81821,3.78936
5.81813,3.74847
5.81807,3.71256
5.818,3.67665
5.81794,3.64074
5.81788,3.61282
5.81723,3.25075
5.81715,3.20986
5.81709,3.17395
5.81702,3.13804
5.81696,3.10213
5.81689,3.06623
5.81683,3.03032
5.81676,2.99441
5.8167,2.9585
5.81663,2.9226
5.81657,2.88669
5.8165,2.85078
5.83094,4.41957
5.82892,4.37089
5.82885,4.33498
5.82879,4.29907
5.82872,4.26317
5.82866,4.22726
5.82859,4.19135
5.82853,4.15545
5.82846,4.11954
5.8284,4.08363
5.82833,4.04772
5.82827,4.01182
5.8282,3.97591
5.82813,3.94
5.82807,3.90409
5.828,3.86819
5.82794,3.83228
5.82911,3.41416
5.82709,3.36548
5.82703,3.32958
5.82696,3.29367
5.828,2.80374
5.81634,2.76301
5.81628,2.7271
5.81622,2.69718
5.84142,4.87682
5.83942,4.83971
5.83713,3.57697
5.83707,3.54106
