0.91089, 0.09363
0.91089, 0.07611
0.92753, 0.09363
0.92753, 0.07830
0.94416, 0.10239
0.94416, 0.08487
0.96218, 0.10239
0.95664, 0.08925
0.97882, 0.11115
0.97327, 0.09363
0.99407, 0.11991
0.99407, 0.10239
1.01209, 0.11991
1.00655, 0.10677
1.02873, 0.12867
1.02318, 0.11115
1.04536, 0.13743
1.03982, 0.11991
1.06061, 0.14619
1.06061, 0.13086
1.07864, 0.14619
1.07309, 0.13305
1.09389, 0.15495
1.09389, 0.13743
1.11052, 0.16371
1.11052, 0.14619
1.12716, 0.17247
1.12716, 0.15495
1.14379, 0.18123
1.14379, 0.16371
1.16182, 0.18999
1.16043, 0.17028
1.17845, 0.19875
1.17707, 0.17904
1.19509, 0.21627
1.19370, 0.19437
1.19370, 0.17685
1.19370, 0.16371
1.21172, 0.22503
1.21034, 0.20532
1.20618, 0.19437
1.22836, 0.23379
1.22281, 0.21627
1.24500, 0.25131
1.24361, 0.23160
1.26163, 0.26007
1.25609, 0.24255
1.27827, 0.26883
1.27688, 0.24912
1.29352, 0.27759
1.29352, 0.26226
1.31015, 0.28635
1.31015, 0.26883
1.32679, 0.28635
1.32679, 0.26883
1.34481, 0.28635
1.33927, 0.27321
1.36006, 0.29511
1.36006, 0.27759
1.37670, 0.29511
1.37670, 0.27759
1.39333, 0.29511
1.39333, 0.27759
1.40997, 0.29511
1.40997, 0.27759
1.42661, 0.29511
1.42661, 0.27759
1.44324, 0.30386
1.44324, 0.28635
1.44324, 0.27321
1.45988, 0.30386
1.45988, 0.28635
1.47790, 0.30386
1.47235, 0.28635
1.49454, 0.31262
1.49315, 0.29073
1.49315, 0.27540
1.50979, 0.32138
1.50979, 0.30386
1.52781, 0.32138
1.52226, 0.30386
1.54444, 0.33014
1.53890, 0.31262
1.55969, 0.33890
1.55969, 0.32357
1.57633, 0.34766
1.57633, 0.33014
1.59297, 0.35642
1.59297, 0.33890
1.61099, 0.36518
1.60544, 0.34766
1.62762, 0.37394
1.62208, 0.35642
1.64426, 0.38270
1.63871, 0.36518
1.66090, 0.39146
1.65535, 0.37394
1.67615, 0.40898
1.67615, 0.39146
1.67199, 0.37832
1.69417, 0.41774
1.69278, 0.39803
1.71080, 0.43526
1.70942, 0.41555
1.70526, 0.40460
1.72744, 0.45278
1.72605, 0.43307
1.72190, 0.42212
1.74408, 0.47030
1.74269, 0.45059
1.73853, 0.43964
1.75933, 0.49658
1.75933, 0.47906
1.75933, 0.46373
1.77735, 0.51410
1.77596, 0.49220
1.77180, 0.47906
1.79260, 0.53162
1.79260, 0.51410
1.79260, 0.49658
1.80230, 0.54914
1.80230, 0.48052
1.79676, 0.46592
1.80923, 0.52724
1.80923, 0.50315
1.81894, 0.56666
1.81755, 0.54476
1.82587, 0.50096
1.83557, 0.59294
1.83419, 0.57104
1.83003, 0.55790
1.83003, 0.54476
1.85221, 0.61046
1.85082, 0.58856
1.84667, 0.57542
1.86885, 0.63674
1.86746, 0.61703
1.86330, 0.60170
1.88410, 0.65425
1.88410, 0.63674
1.87994, 0.62360
1.89380, 0.67177
1.90073, 0.64988
1.91044, 0.68929
1.90905, 0.66958
1.92569, 0.70681
1.92569, 0.68929
1.92153, 0.67177
1.94371, 0.71557
1.94232, 0.69586
1.93816, 0.68491
1.96034, 0.72433
1.95480, 0.70681
1.97559, 0.73309
1.97559, 0.71557
1.99223, 0.73309
1.99223, 0.71557
2.00887, 0.72871
2.00887, 0.71119
2.02550, 0.72433
2.02550, 0.70681
2.03382, 0.69586
2.04214, 0.71119
2.05046, 0.68929
2.05877, 0.70243
2.06016, 0.67469
2.07541, 0.68491
2.07541, 0.66739
2.07125, 0.65863
2.09205, 0.67177
2.09205, 0.65425
2.09205, 0.63893
2.10868, 0.65863
2.10868, 0.64112
2.10868, 0.62579
2.12532, 0.63236
2.12532, 0.61484
2.14195, 0.62360
2.14195, 0.60608
2.14195, 0.59294
2.15859, 0.60608
2.15859, 0.58856
2.15859, 0.57542
2.17523, 0.58856
2.17523, 0.57104
2.17107, 0.56228
2.19186, 0.57104
2.19186, 0.55352
2.20850, 0.55790
2.20850, 0.54038
2.21682, 0.52943
2.22513, 0.54476
2.23345, 0.52286
2.24177, 0.53600
2.25009, 0.51410
2.25009, 0.50096
2.25841, 0.53162
2.26811, 0.51410
2.26257, 0.50096
2.28336, 0.52286
2.28336, 0.50534
2.29168, 0.49439
2.30000, 0.51410
2.30831, 0.49658
2.31663, 0.51410
2.32495, 0.49658
2.33327, 0.51410
2.34159, 0.49658
2.34990, 0.51410
2.35822, 0.49658
2.36793, 0.51410
2.37486, 0.49220
2.38318, 0.52286
2.38318, 0.50534
2.39288, 0.49074
2.39981, 0.53162
2.39981, 0.51410
2.40813, 0.49877
2.41784, 0.53162
2.41229, 0.51410
2.42477, 0.50096
2.43308, 0.54038
2.43308, 0.52286
2.44140, 0.50096
2.44972, 0.54914
2.44972, 0.53162
2.45804, 0.50096
2.46636, 0.55790
2.46636, 0.54038
2.47052, 0.50096
2.48299, 0.56666
2.48299, 0.54914
2.50102, 0.57542
2.49547, 0.55790
2.51627, 0.59294
2.51627, 0.57542
2.51211, 0.56228
2.53290, 0.60170
2.53290, 0.58418
2.54954, 0.61046
2.54954, 0.59294
2.54538, 0.57980
2.56756, 0.61922
2.56617, 0.59951
2.58281, 0.62798
2.58281, 0.61046
2.59945, 0.63674
2.59945, 0.61922
2.61608, 0.64550
2.61608, 0.62798
2.63410, 0.64550
2.62856, 0.62798
2.64935, 0.65425
2.64935, 0.63674
2.66738, 0.65425
2.66183, 0.63674
2.68263, 0.66301
2.68263, 0.64550
2.69926, 0.67177
2.69926, 0.65425
2.69926, 0.64112
2.69510, 0.61922
2.71590, 0.67177
2.71590, 0.65425
2.73253, 0.67177
2.73253, 0.65425
2.74917, 0.68053
2.74917, 0.66301
2.76581, 0.68929
2.76581, 0.67177
2.78244, 0.69805
2.78244, 0.68053
2.80046, 0.69805
2.79492, 0.68491
2.81571, 0.71557
2.81571, 0.69805
2.81155, 0.68491
2.83374, 0.72433
2.83235, 0.70462
2.85037, 0.73309
2.84483, 0.71557
2.86701, 0.75061
2.86562, 0.73090
2.88364, 0.76813
2.88226, 0.74842
2.87810, 0.73747
2.90028, 0.78565
2.89889, 0.76594
2.89473, 0.75499
2.91692, 0.80317
2.91553, 0.78346
2.91137, 0.77251
2.93355, 0.82069
2.93217, 0.80098
2.92801, 0.79003
2.95019, 0.83821
2.94880, 0.81850
2.94464, 0.80755
2.96544, 0.86449
2.96544, 0.84697
2.96544, 0.83164
2.98346, 0.88201
2.98207, 0.86011
2.97791, 0.84697
2.99871, 0.89953
2.99871, 0.88201
2.99871, 0.86449
3.00841, 0.91705
3.00287, 0.84697
3.00287, 0.82945
3.01535, 0.89515
3.01119, 0.87763
3.02505, 0.93457
3.02366, 0.91267
3.04169, 0.95209
3.04030, 0.93238
3.03614, 0.92143
3.05694, 0.96961
3.05694, 0.95209
3.05278, 0.93895
3.06525, 0.98713
3.07496, 0.97107
3.06941, 0.95647
3.08328, 0.99589
3.09021, 0.97837
3.09991, 1.01340
3.09853, 0.99370
3.11655, 1.03092
3.11516, 1.00902
3.11516, 0.99370
3.13318, 1.04844
3.13180, 1.02873
3.12764, 1.01778
3.13180, 0.99151
3.14982, 1.06596
3.14843, 1.04625
3.14427, 1.03530
3.14427, 0.99151
3.16507, 1.09224
3.16507, 1.07472
3.16507, 1.05939
3.18309, 1.10100
3.18171, 1.08129
3.17755, 1.07034
3.19973, 1.11852
3.19834, 1.09881
3.19418, 1.08786
3.21636, 1.13604
3.21498, 1.11633
3.21082, 1.10538
3.23300, 1.15356
3.23161, 1.13385
3.22745, 1.12290
3.24964, 1.16232
3.24825, 1.14261
3.26627, 1.17984
3.26489, 1.16013
3.28152, 1.19736
3.28152, 1.17984
3.27736, 1.16670
3.29954, 1.21488
3.29816, 1.19298
3.29816, 1.17546
3.30232, 1.15356
