0.92041, 0.07896
0.93079, 0.05972
0.94741, 0.08749
0.95779, 0.06049
0.98064, 0.08006
0.99725, 0.06123
1.00556, 0.09228
1.02218, 0.10941
1.03879, 0.09058
1.04918, 0.11426
1.06371, 0.15266
1.07202, 0.12354
1.09528, 0.14410
1.11564, 0.19998
1.10941, 0.17546
1.12187, 0.22776
1.14014, 0.19404
1.15510, 0.14717
1.15510, 0.18518
1.18002, 0.14957
1.20494, 0.18508
1.23153, 0.20858
1.24814, 0.25760
1.25687, 0.22177
1.27140, 0.25036
1.28179, 0.22663
1.30463, 0.24293
1.32748, 0.24861
1.35614, 0.25150
1.37940, 0.27426
1.37940, 0.25341
1.40266, 0.28574
1.42925, 0.30564
1.44863, 0.30887
1.46248, 0.35626
1.47286, 0.37586
1.49405, 0.38072
1.50609, 0.41381
1.52686, 0.42358
1.55386, 0.44601
1.57878, 0.45741
1.59540, 0.50438
1.61409, 0.53746
1.63694, 0.57665
1.62863, 0.53743
1.65521, 0.60016
1.67848, 0.60600
1.67848, 0.57657
1.70340, 0.61740
1.72624, 0.61327
1.73663, 0.58954
1.76155, 0.57968
1.77194, 0.55677
1.78647, 0.58944
1.79270, 0.55795
1.80475, 0.52825
1.82635, 0.51447
1.85293, 0.50919
1.87786, 0.50996
1.90112, 0.51530
1.91939, 0.53930
1.93767, 0.52504
1.96093, 0.54004
1.98586, 0.52691
1.99624, 0.49868
2.01909, 0.50559
2.02905, 0.55626
2.04609, 0.51698
2.04401, 0.54642
2.06893, 0.51301
2.09385, 0.55368
2.12044, 0.58060
2.11047, 0.55609
2.14536, 0.60802
2.13539, 0.58548
2.16862, 0.62220
2.16862, 0.58443
2.18524, 0.64751
2.19562, 0.62092
2.21639, 0.64173
2.24339, 0.66620
2.26208, 0.63673
2.26831, 0.65879
2.28493, 0.63587
2.29531, 0.65751
2.31816, 0.65543
2.34474, 0.71456
2.33477, 0.68319
2.36800, 0.71583
2.39500, 0.73703
2.41785, 0.73371
2.44277, 0.73203
2.45939, 0.77124
2.46977, 0.74301
2.49262, 0.73847
2.51754, 0.74169
2.54246, 0.76323
2.56739, 0.76710
2.57777, 0.80044
2.59023, 0.74645
2.60269, 0.72435
2.62554, 0.73167
2.62554, 0.70550
2.65212, 0.75124
2.65046, 0.71363
2.66874, 0.69822
2.67746, 0.76835
2.67538, 0.73811
2.70031, 0.78057
2.72689, 0.83938
2.72523, 0.80505
2.75015, 0.81972
2.75015, 0.79519
2.77300, 0.78901
2.78546, 0.75833
2.78338, 0.72400
2.80000, 0.80245
2.80000, 0.76566
2.81661, 0.82612
2.82700, 0.80362
2.84569, 0.81953
2.85538, 0.87183
2.87643, 0.92640
2.86646, 0.89797
2.89803, 0.92636
2.91630, 0.91259
2.93292, 0.95507
2.94123, 0.98285
2.95950, 0.95371
2.97612, 0.92032
2.98484, 0.96641
2.98692, 1.00074
2.99938, 1.06817
2.99523, 1.03261
3.00769, 1.10862
3.00769, 1.00561
3.02430, 1.08283
3.04756, 1.09088
3.06584, 1.12813
3.07581, 1.16833
3.10073, 1.16338
3.09076, 1.14279
3.12399, 1.18524
3.13438, 1.20893
3.15888, 1.27707
3.15307, 1.24568
3.15168, 1.20971
3.17550, 1.30941
3.18422, 1.27137
3.18630, 1.37806
3.19045, 1.34208
3.19876, 1.30936
3.20873, 1.26617
3.20707, 1.23413
3.22535, 1.30931
3.23365, 1.26416
3.24861, 1.30272
3.25691, 1.27327
3.27519, 1.29155
3.29845, 1.29200
3.30884, 1.34103
3.30676, 1.26173
3.30676, 1.36801
3.32337, 1.29930
3.33376, 1.26740
3.35661, 1.26899
3.37945, 1.26731
3.40645, 1.31508
3.39814, 1.28934
3.43345, 1.32116
3.45796, 1.33043
3.44799, 1.29906
3.46627, 1.39320
3.45630, 1.36772
3.48953, 1.40362
3.48953, 1.37419
3.49783, 1.34474
3.50822, 1.32101
3.53273, 1.33421
3.52899, 1.29522
3.54353, 1.37000
3.55599, 1.32827
3.55599, 1.29884
3.57883, 1.30616
3.59129, 1.27179
