Frequency,Absorbance
1.96285,0.36162
1.95017,0.31758
1.97046,0.38948
1.98315,0.41284
1.99076,0.4374
1.98061,0.36789
2.00294,0.46855
1.99076,0.38946
2.0136,0.49731
2.00091,0.41462
2.02375,0.54944
2.02121,0.52367
2.01106,0.44337
2.03339,0.59366
2.03136,0.56561
2.02121,0.46853
2.04404,0.6465
2.04151,0.62194
2.04151,0.49608
2.05368,0.68857
2.05166,0.66268
2.04151,0.54402
2.06434,0.76515
2.0618,0.73938
2.0618,0.7178
2.05166,0.58357
2.07398,0.87122
2.07195,0.84245
2.07195,0.82088
2.07195,0.7993
2.07195,0.77772
2.0618,0.6375
2.08413,0.99347
2.0821,0.9647
2.0821,0.94313
2.0821,0.92155
2.0821,0.89998
2.07195,0.69142
2.09225,1.09594
2.09225,1.07017
2.09225,1.0486
2.09225,1.02702
2.09225,0.74893
2.09225,0.72916
2.10443,1.19194
2.1024,1.16365
2.1024,1.14208
2.1024,1.1205
2.09902,0.86879
2.09733,0.84242
2.09733,0.82085
2.09225,0.81007
2.11458,1.49686
2.11509,1.41595
2.11255,1.39138
2.11255,1.36981
2.11255,1.34823
2.11255,1.32666
2.11255,1.30508
2.11255,1.28351
2.11255,1.26193
2.11255,1.24036
2.11255,1.21878
2.11255,1.00542
2.10747,0.98625
2.1024,0.96468
2.1024,0.9431
2.1024,0.92153
2.1024,0.89995
2.1024,0.79207
2.1024,0.7705
2.1024,0.70577
2.12473,1.46089
2.1227,1.43572
2.11255,1.09412
2.11255,1.07255
2.11255,1.05097
2.11255,1.02939
2.13488,1.6191
2.13285,1.59034
2.13285,1.56876
2.13285,1.54719
2.13285,1.52561
2.1227,1.1876
2.1227,1.16603
2.1227,1.14445
2.1227,1.12288
2.14502,1.70971
2.143,1.68142
2.143,1.65985
2.143,1.64067
2.143,1.49413
2.13285,1.41054
2.13285,1.38896
2.13285,1.36739
2.13285,1.34581
2.13285,1.32424
2.13285,1.30266
2.13285,1.28109
2.13285,1.26311
2.143,1.45368
2.16329,1.99904
2.16329,1.78448
2.16329,1.76291
2.16329,1.74133
2.15314,1.61189
2.15314,1.59031
2.15314,1.56155
2.17598,2.25733
2.17344,2.23276
2.17344,2.21119
2.17344,2.18961
2.17344,2.16804
2.17344,2.14646
2.17344,2.12489
2.17344,2.10331
2.17344,2.08174
2.17344,2.06016
2.17344,2.03858
2.17344,2.01701
2.17598,1.97685
2.17344,1.95228
2.17344,1.93071
2.17344,1.90913
2.17344,1.88755
2.17344,1.86598
2.17344,1.8444
2.17344,1.82283
2.17344,1.80125
2.17598,1.71794
2.17344,1.69337
2.17344,1.6718
2.17344,1.65262
2.16837,1.63525
2.18562,2.32097
2.18359,2.29268
2.18359,2.27351
2.19374,2.35261
2.18359,1.77008
2.18359,1.7485
2.20389,2.24472
2.20389,2.22314
2.20389,2.20157
2.20389,2.17999
2.20389,2.15841
2.20389,2.13684
2.20389,2.11526
2.20389,2.09369
2.20389,2.07211
2.20389,2.05054
2.20389,2.02896
2.20389,2.00738
2.20389,1.98581
2.20389,1.96423
2.20389,1.94266
2.20389,1.92108
2.20389,1.89951
2.20389,1.87793
2.20389,1.85636
2.20389,1.83718
2.20896,2.33101
2.20896,2.30944
2.20896,2.28786
2.20896,2.26629
2.22622,1.8103
2.22419,1.78202
2.22419,1.76044
2.22419,1.73887
2.22419,1.71729
2.22419,1.69571
2.22419,1.99657
2.22419,1.93185
2.22419,1.90668
2.23434,1.88029
2.23434,1.85872
2.23434,1.83714
2.23687,1.66753
2.23434,1.64296
2.23434,1.62139
2.23434,1.59981
2.23434,1.57824
2.23434,1.55666
2.23434,1.53508
2.22926,1.52011
2.23687,1.49493
2.24702,1.46974
2.24448,1.44398
2.24448,1.4224
2.24448,1.40082
2.24448,1.37925
2.24448,1.80597
2.24448,1.78439
2.24448,1.76282
2.24448,1.74124
2.24448,1.71966
2.24448,1.69809
2.25717,1.35466
2.25463,1.32889
2.25463,1.30852
2.25463,1.56862
2.25463,1.54705
2.25463,1.52547
2.26478,1.49669
2.26478,1.29053
2.26478,1.45354
2.26478,1.43197
2.26478,1.41039
2.26478,1.38882
2.27696,1.26222
2.27493,1.33846
2.27493,1.31689
2.28762,1.23237
2.28508,1.2066
2.28508,1.18502
2.28508,1.2953
2.29777,1.16583
2.29523,1.13946
2.29523,1.11789
2.29269,1.09392
2.29523,1.26652
2.30791,1.07053
2.30538,1.04596
2.30538,1.22336
2.30538,1.20178
2.31806,1.02736
2.31553,1.0004
2.31553,0.97882
2.31299,0.95545
2.31553,1.14423
2.31553,1.12266
2.31553,1.10108
2.32771,0.92559
2.32568,0.8973
2.31553,0.88892
2.32568,1.06511
2.33582,0.87092
2.33329,0.84575
2.3409,1.00037
2.33582,0.9788
2.33582,0.95722
2.34851,0.82596
2.34597,0.80139
2.34597,0.77981
2.3409,0.76484
2.34597,0.91406
2.34597,0.89249
2.35612,0.73965
2.35612,0.72167
2.35612,0.85651
2.36881,0.70187
2.36627,0.67671
2.36627,0.80616
2.36627,0.78458
2.36627,0.76301
2.37642,0.65272
2.37388,0.62815
2.37642,0.73423
2.3886,0.60476
2.38657,0.576
2.38403,0.55263
2.39333,0.69585
2.39164,0.66949
2.39672,0.52924
2.39672,0.64071
2.40687,0.50885
2.40687,0.49087
2.40687,0.59036
2.40687,0.56878
2.41194,0.54001
2.42716,0.46987
2.43731,0.49683
2.44746,0.44827
2.46979,0.42847
2.4906,0.45272
2.49821,0.47758
2.48806,0.43205
2.51039,0.50682
2.5185,0.53989
2.50836,0.45719
2.52865,0.62618
2.52865,0.6046
2.52865,0.58303
2.52865,0.56145
2.5185,0.47876
2.5388,0.7772
2.5388,0.75562
2.5388,0.73405
2.5388,0.71247
2.5388,0.69089
2.5388,0.66932
2.5388,0.64774
2.53373,0.5183
2.5388,0.49671
2.54895,0.99414
2.54895,0.94979
2.54895,0.92821
2.54895,0.90664
2.54895,0.88506
2.54895,0.86349
2.54895,0.84191
2.54895,0.82034
2.54895,0.79876
2.5388,0.53987
2.5591,1.14396
2.5591,1.12238
2.5591,1.10081
2.5591,1.07923
2.5591,1.05766
2.5591,1.03608
2.5591,1.01451
2.5591,0.97135
2.54895,0.62616
2.54895,0.60458
2.54895,0.5866
2.57179,1.33633
2.56925,1.31176
2.56925,1.29018
2.56925,1.26861
2.56925,1.24703
2.56925,1.22546
2.56925,1.20388
2.56925,1.1823
2.56925,1.16073
2.5591,0.77717
2.5591,0.7556
2.5591,0.73402
2.5591,0.71245
2.5591,0.69087
2.5591,0.67289
2.58143,1.46469
2.5794,1.43641
2.5794,1.41483
2.5794,1.39325
2.5794,1.37168
2.5794,1.3525
2.5794,0.99291
2.58278,0.94496
2.56925,0.92819
2.56925,0.90662
2.56925,0.88504
2.56925,0.85627
2.59208,1.12774
2.58955,1.10317
2.58955,1.0816
2.58955,1.06002
2.58955,1.03844
2.58955,1.01687
2.60173,1.32371
2.5997,1.29494
2.5997,1.27337
2.5997,1.25179
2.5997,1.23022
2.5997,1.20864
2.5997,1.18706
2.5997,1.16549
2.5997,1.14751
2.5997,0.97311
2.60477,1.45316
2.60477,1.43158
2.60477,1.41001
2.60477,1.38843
2.60477,1.36686
2.5997,1.35248
2.60984,0.94073
2.60984,0.91616
2.60984,0.89458
2.60984,0.87301
2.60984,0.85143
2.60984,0.82986
2.60984,0.80828
2.60984,0.78671
2.61661,1.12472
2.61492,1.09715
2.61492,1.07557
2.61999,1.05279
2.61492,1.03242
2.61999,1.01204
2.61999,0.99046
2.61999,0.75733
2.61999,0.73156
2.61999,0.70998
2.61999,0.68841
2.61999,0.66683
2.61999,0.64525
2.61999,0.62368
2.61999,0.6021
2.61746,0.57753
2.61999,0.49842
2.61999,1.3093
2.61999,1.28773
2.61999,1.26615
2.61999,1.24458
2.61999,1.223
2.61999,1.20143
2.61999,1.17985
2.61999,1.15827
2.62676,0.96169
2.63217,0.55127
2.63014,0.52298
2.63217,0.46496
2.63014,0.43668
2.63014,0.4151
2.63014,0.39353
2.63014,0.37195
2.63014,0.92812
2.63014,0.90655
2.63014,0.88497
2.63014,0.8634
2.63014,0.84182
2.63014,0.82025
2.63014,0.79867
2.63522,0.77349
2.64283,0.34377
2.64029,0.3192
2.64029,0.29762
2.64029,0.27605
2.63522,0.26107
2.64537,1.00002
2.64029,0.71955
2.64029,0.69797
2.64029,0.6764
2.64029,0.65842
2.64029,0.62605
2.64029,0.60448
2.64029,0.5829
2.65044,0.49659
2.65044,0.23588
2.65044,0.21131
2.65044,0.44625
2.65044,0.42467
2.65044,0.40309
2.65044,0.37433
2.66059,0.18643
2.66059,0.3024
2.66059,0.28082
2.66059,0.25925
2.67074,0.23047
2.67074,0.20889
2.68342,0.16842
2.69104,0.1837
2.70321,0.14844
2.73163,0.15129
2.73163,0.13091
2.76208,0.14886
2.76005,0.12249
2.79252,0.14403
2.79506,0.11885
2.82297,0.14399
2.82297,0.11522
2.85342,0.14396
2.85545,0.11663
2.84327,0.10441
2.88387,0.14392
2.88387,0.12355
2.91228,0.14245
2.94476,0.15824
2.97521,0.1606
2.9955,0.16537
2.9955,0.14739
3.0158,0.19052
3.0361,0.17252
3.04625,0.19169
3.06147,0.17968
3.07669,0.20484
3.10968,0.19671
3.13759,0.20117
3.15789,0.22812
3.16803,0.21912
3.19848,0.21908
3.22893,0.24422
3.22893,0.22145
3.24923,0.25858
3.25937,0.23579
3.29236,0.23156
3.3223,0.24052
3.32027,0.27288
3.35071,0.2484
