Frequency,Absorbance
5.76354,2.50696
5.76359,2.49007
5.7743,2.4732
5.77284,2.45208
5.77289,2.43519
5.77294,2.42041
5.78163,2.56613
5.78168,2.54924
5.78174,2.53235
5.78179,2.51545
5.78184,2.49856
5.79209,2.63372
5.79063,2.61261
5.79068,2.59571
5.79073,2.57882
5.78646,2.48168
5.78651,2.46479
5.78656,2.4479
5.7866,2.43523
5.79952,2.69287
5.79957,2.67597
5.79962,2.65908
5.79993,2.55773
5.79541,2.54083
5.80005,2.51972
5.79552,2.50704
5.79555,2.49437
5.80977,2.82803
5.80831,2.80691
5.80837,2.79002
5.80842,2.77313
5.80847,2.75623
5.80852,2.73934
5.80857,2.72245
5.80862,2.70556
5.81033,2.64222
5.80888,2.6211
5.80893,2.60421
5.8044,2.59153
5.80445,2.57464
5.81727,2.86606
5.81732,2.84916
5.81934,2.68447
5.81788,2.66335
5.82805,2.82808
5.82659,2.80696
5.82664,2.79007
5.82669,2.77317
5.82674,2.75628
5.82221,2.7436
5.82226,2.72671
5.82231,2.70982
5.83558,2.85344
5.84477,2.83657
5.84482,2.81968
5.84487,2.80278
5.84492,2.78589
5.84497,2.769
5.84044,2.75632
5.85533,2.87038
5.85387,2.84926
5.86286,2.89574
5.86307,2.82817
5.86312,2.81128
5.86317,2.79439
5.86321,2.77961
5.85869,2.76481
5.87357,2.87887
5.87211,2.85776
5.87217,2.84086
5.88289,2.81978
5.88143,2.79866
5.87689,2.7902
5.89032,2.87892
5.89037,2.86203
5.89043,2.84513
5.90113,2.82827
5.89968,2.80715
5.89973,2.79026
5.89977,2.77759
5.90971,3.01411
5.90826,2.98876
5.90831,2.97187
5.90837,2.95498
5.90842,2.93809
5.90847,2.9212
5.90852,2.9043
5.90857,2.88741
5.90862,2.87052
5.90867,2.85363
5.91667,3.2295
5.91699,3.12392
5.91704,3.10703
5.91709,3.09014
5.91714,3.07325
5.9172,3.05636
5.91725,3.03946
5.91786,2.83676
5.91791,2.81987
5.91796,2.80298
5.91801,2.78609
5.91805,2.77342
5.92643,3.0226
5.92648,3.0057
5.92654,2.98881
5.92659,2.97192
5.92664,2.95503
5.92669,2.93814
5.92674,2.92125
5.92679,2.90435
5.92684,2.88746
5.92689,2.87057
5.92694,2.85368
5.93038,3.22953
5.93526,3.12397
5.93531,3.10708
5.93537,3.09019
5.93542,3.0733
5.93547,3.0564
5.93552,3.03951
5.93156,2.8368
5.93161,2.81991
5.93167,2.80301
5.94623,3.02265
5.94477,3.00153
5.94482,2.98464
5.94487,2.96775
5.94492,2.95085
5.94497,2.93396
5.94503,2.91707
5.94508,2.90018
5.94053,2.89172
5.94899,3.11556
5.95361,3.09868
5.95366,3.08179
5.95371,3.0649
5.95377,3.04801
5.96295,3.03114
5.963,3.01425
5.96305,2.99736
5.96311,2.98046
5.96316,2.96357
5.96321,2.94668
5.96326,2.92979
5.96331,2.9129
5.96336,2.896
5.96737,3.08183
5.96742,3.06493
5.97205,3.04383
5.98277,3.02275
5.98131,3.00163
5.98137,2.98474
5.98142,2.96784
5.98147,2.95095
5.98152,2.93406
5.98157,2.91717
5.98162,2.90028
5.97708,2.89182
5.98569,3.06498
5.98574,3.04809
5.98625,2.87917
5.99508,2.98055
5.99513,2.96366
5.99518,2.94677
5.99522,2.9341
